date,site,province,district,predicted_total_visitors,statistical_capacity,vli_score
2026-01-25,Mirissa (Whale Watching),Southern,Matara,181,208,87.02
2026-01-25,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,86,434,19.82
2026-01-25,Sigiriya Rock & Museum,Central,Matale,85,2161,3.93
2026-01-25,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,85,192,44.27
2026-01-25,Temple of the Tooth (Kandy),Central,Kandy,85,1398,6.08
2026-01-25,Udawalawe National Park,Uva,Monaragala,85,854,9.95
2026-01-25,Wilpattu National Park,North_Western,Puttalam,85,750,11.33
2026-01-25,Yala National Park,Southern,Hambantota,5126,2133,240.32
2026-01-26,Adam's Peak (Sri Pada),Central,Nuwara Eliya,51,341,14.96
2026-01-26,Dambulla Cave Temple,Central,Matale,15,586,2.56
2026-01-26,Galle Fort,Southern,Galle,50,897,5.57
2026-01-26,Horton Plains (World's End),Central,Nuwara Eliya,15,270,5.56
2026-01-26,Jaffna Fort,Northern,Jaffna,15,867,1.73
2026-01-26,Kaudulla National Park,North_Central,Polonnaruwa,7,622,1.13
2026-01-26,Knuckles Conservation Forest,Central,Matale,15,846,1.77
2026-01-26,Mirissa (Whale Watching),Southern,Matara,49,208,23.56
2026-01-26,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,15,434,3.46
2026-01-26,Sigiriya Rock & Museum,Central,Matale,15,2161,0.69
2026-01-26,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,15,192,7.81
2026-01-26,Temple of the Tooth (Kandy),Central,Kandy,14,1398,1.0
2026-01-26,Udawalawe National Park,Uva,Monaragala,14,854,1.64
2026-01-26,Wilpattu National Park,North_Western,Puttalam,14,750,1.87
2026-01-26,Yala National Park,Southern,Hambantota,5126,2133,240.32
2026-01-27,Adam's Peak (Sri Pada),Central,Nuwara Eliya,53,341,15.54
2026-01-27,Dambulla Cave Temple,Central,Matale,16,586,2.73
2026-01-27,Galle Fort,Southern,Galle,53,897,5.91
2026-01-27,Horton Plains (World's End),Central,Nuwara Eliya,16,270,5.93
2026-01-27,Jaffna Fort,Northern,Jaffna,16,867,1.85
2026-01-27,Kaudulla National Park,North_Central,Polonnaruwa,7,622,1.13
2026-01-27,Knuckles Conservation Forest,Central,Matale,16,846,1.89
2026-01-27,Mirissa (Whale Watching),Southern,Matara,52,208,25.0
2026-01-27,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,15,434,3.46
2026-01-27,Sigiriya Rock & Museum,Central,Matale,15,2161,0.69
2026-01-27,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,15,192,7.81
2026-01-27,Temple of the Tooth (Kandy),Central,Kandy,15,1398,1.07
2026-01-27,Udawalawe National Park,Uva,Monaragala,15,854,1.76
2026-01-27,Wilpattu National Park,North_Western,Puttalam,15,750,2.0
2026-01-27,Yala National Park,Southern,Hambantota,5126,2133,240.32
2026-01-28,Adam's Peak (Sri Pada),Central,Nuwara Eliya,53,341,15.54
2026-01-28,Dambulla Cave Temple,Central,Matale,16,586,2.73
2026-01-28,Galle Fort,Southern,Galle,53,897,5.91
2026-01-28,Horton Plains (World's End),Central,Nuwara Eliya,16,270,5.93
2026-01-28,Jaffna Fort,Northern,Jaffna,16,867,1.85
2026-01-28,Kaudulla National Park,North_Central,Polonnaruwa,7,622,1.13
2026-01-28,Knuckles Conservation Forest,Central,Matale,16,846,1.89
2026-01-28,Mirissa (Whale Watching),Southern,Matara,52,208,25.0
2026-01-28,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,15,434,3.46
2026-01-28,Sigiriya Rock & Museum,Central,Matale,15,2161,0.69
2026-01-28,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,15,192,7.81
2026-01-28,Temple of the Tooth (Kandy),Central,Kandy,15,1398,1.07
2026-01-28,Udawalawe National Park,Uva,Monaragala,15,854,1.76
2026-01-28,Wilpattu National Park,North_Western,Puttalam,15,750,2.0
2026-01-28,Yala National Park,Southern,Hambantota,5126,2133,240.32
2026-01-29,Adam's Peak (Sri Pada),Central,Nuwara Eliya,54,341,15.84
2026-01-29,Dambulla Cave Temple,Central,Matale,16,586,2.73
2026-01-29,Galle Fort,Southern,Galle,53,897,5.91
2026-01-29,Horton Plains (World's End),Central,Nuwara Eliya,16,270,5.93
2026-01-29,Jaffna Fort,Northern,Jaffna,16,867,1.85
2026-01-29,Kaudulla National Park,North_Central,Polonnaruwa,7,622,1.13
2026-01-29,Knuckles Conservation Forest,Central,Matale,16,846,1.89
2026-01-29,Mirissa (Whale Watching),Southern,Matara,52,208,25.0
2026-01-29,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,15,434,3.46
2026-01-29,Sigiriya Rock & Museum,Central,Matale,15,2161,0.69
2026-01-29,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,15,192,7.81
2026-01-29,Temple of the Tooth (Kandy),Central,Kandy,15,1398,1.07
2026-01-29,Udawalawe National Park,Uva,Monaragala,15,854,1.76
2026-01-29,Wilpattu National Park,North_Western,Puttalam,15,750,2.0
2026-01-29,Yala National Park,Southern,Hambantota,5126,2133,240.32
2026-01-30,Adam's Peak (Sri Pada),Central,Nuwara Eliya,54,341,15.84
2026-01-30,Dambulla Cave Temple,Central,Matale,16,586,2.73
2026-01-30,Galle Fort,Southern,Galle,53,897,5.91
2026-01-30,Horton Plains (World's End),Central,Nuwara Eliya,16,270,5.93
2026-01-30,Jaffna Fort,Northern,Jaffna,16,867,1.85
2026-01-30,Kaudulla National Park,North_Central,Polonnaruwa,7,622,1.13
2026-01-30,Knuckles Conservation Forest,Central,Matale,16,846,1.89
2026-01-30,Mirissa (Whale Watching),Southern,Matara,52,208,25.0
2026-01-30,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,15,434,3.46
2026-01-30,Sigiriya Rock & Museum,Central,Matale,15,2161,0.69
2026-01-30,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,15,192,7.81
2026-01-30,Temple of the Tooth (Kandy),Central,Kandy,15,1398,1.07
2026-01-30,Udawalawe National Park,Uva,Monaragala,15,854,1.76
2026-01-30,Wilpattu National Park,North_Western,Puttalam,15,750,2.0
2026-01-30,Yala National Park,Southern,Hambantota,5126,2133,240.32
2026-01-31,Adam's Peak (Sri Pada),Central,Nuwara Eliya,284,341,83.28
2026-01-31,Dambulla Cave Temple,Central,Matale,111,586,18.94
2026-01-31,Galle Fort,Southern,Galle,283,897,31.55
2026-01-31,Horton Plains (World's End),Central,Nuwara Eliya,110,270,40.74
2026-01-31,Jaffna Fort,Northern,Jaffna,110,867,12.69
2026-01-31,Kaudulla National Park,North_Central,Polonnaruwa,56,622,9.0
2026-01-31,Knuckles Conservation Forest,Central,Matale,110,846,13.0
2026-01-31,Mirissa (Whale Watching),Southern,Matara,280,208,134.62
2026-01-31,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,110,434,25.35
2026-01-31,Sigiriya Rock & Museum,Central,Matale,110,2161,5.09
2026-01-31,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,109,192,56.77
2026-01-31,Temple of the Tooth (Kandy),Central,Kandy,109,1398,7.8
2026-01-31,Udawalawe National Park,Uva,Monaragala,109,854,12.76
2026-01-31,Wilpattu National Park,North_Western,Puttalam,109,750,14.53
2026-01-31,Yala National Park,Southern,Hambantota,5126,2133,240.32
2026-02-01,Adam's Peak (Sri Pada),Central,Nuwara Eliya,347,341,101.76
2026-02-01,Dambulla Cave Temple,Central,Matale,113,586,19.28
2026-02-01,Galle Fort,Southern,Galle,297,897,33.11
2026-02-01,Horton Plains (World's End),Central,Nuwara Eliya,113,270,41.85
2026-02-01,Jaffna Fort,Northern,Jaffna,113,867,13.03
2026-02-01,Kaudulla National Park,North_Central,Polonnaruwa,57,622,9.16
2026-02-01,Knuckles Conservation Forest,Central,Matale,112,846,13.24
2026-02-01,Mirissa (Whale Watching),Southern,Matara,294,208,141.35
2026-02-01,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,112,434,25.81
2026-02-01,Sigiriya Rock & Museum,Central,Matale,112,2161,5.18
2026-02-01,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,112,192,58.33
2026-02-01,Temple of the Tooth (Kandy),Central,Kandy,112,1398,8.01
2026-02-01,Udawalawe National Park,Uva,Monaragala,112,854,13.11
2026-02-01,Wilpattu National Park,North_Western,Puttalam,111,750,14.8
2026-02-01,Yala National Park,Southern,Hambantota,5126,2133,240.32
2026-02-02,Adam's Peak (Sri Pada),Central,Nuwara Eliya,221,341,64.81
2026-02-02,Dambulla Cave Temple,Central,Matale,46,586,7.85
2026-02-02,Galle Fort,Southern,Galle,184,897,20.51
2026-02-02,Horton Plains (World's End),Central,Nuwara Eliya,45,270,16.67
2026-02-02,Jaffna Fort,Northern,Jaffna,45,867,5.19
2026-02-02,Kaudulla National Park,North_Central,Polonnaruwa,16,622,2.57
2026-02-02,Knuckles Conservation Forest,Central,Matale,45,846,5.32
2026-02-02,Mirissa (Whale Watching),Southern,Matara,182,208,87.5
2026-02-02,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,45,434,10.37
2026-02-02,Sigiriya Rock & Museum,Central,Matale,44,2161,2.04
2026-02-02,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,44,192,22.92
2026-02-02,Temple of the Tooth (Kandy),Central,Kandy,44,1398,3.15
2026-02-02,Udawalawe National Park,Uva,Monaragala,44,854,5.15
2026-02-02,Wilpattu National Park,North_Western,Puttalam,44,750,5.87
2026-02-02,Yala National Park,Southern,Hambantota,5126,2133,240.32
2026-02-03,Adam's Peak (Sri Pada),Central,Nuwara Eliya,240,341,70.38
2026-02-03,Dambulla Cave Temple,Central,Matale,47,586,8.02
2026-02-03,Galle Fort,Southern,Galle,196,897,21.85
2026-02-03,Horton Plains (World's End),Central,Nuwara Eliya,46,270,17.04
2026-02-03,Jaffna Fort,Northern,Jaffna,46,867,5.31
2026-02-03,Kaudulla National Park,North_Central,Polonnaruwa,16,622,2.57
2026-02-03,Knuckles Conservation Forest,Central,Matale,46,846,5.44
2026-02-03,Mirissa (Whale Watching),Southern,Matara,194,208,93.27
2026-02-03,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,46,434,10.6
2026-02-03,Sigiriya Rock & Museum,Central,Matale,45,2161,2.08
2026-02-03,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,45,192,23.44
2026-02-03,Temple of the Tooth (Kandy),Central,Kandy,45,1398,3.22
2026-02-03,Udawalawe National Park,Uva,Monaragala,45,854,5.27
2026-02-03,Wilpattu National Park,North_Western,Puttalam,45,750,6.0
2026-02-03,Yala National Park,Southern,Hambantota,5126,2133,240.32
2026-02-04,Adam's Peak (Sri Pada),Central,Nuwara Eliya,259,341,75.95
2026-02-04,Dambulla Cave Temple,Central,Matale,47,586,8.02
2026-02-04,Galle Fort,Southern,Galle,208,897,23.19
2026-02-04,Horton Plains (World's End),Central,Nuwara Eliya,47,270,17.41
2026-02-04,Jaffna Fort,Northern,Jaffna,47,867,5.42
2026-02-04,Kaudulla National Park,North_Central,Polonnaruwa,16,622,2.57
2026-02-04,Knuckles Conservation Forest,Central,Matale,46,846,5.44
2026-02-04,Mirissa (Whale Watching),Southern,Matara,205,208,98.56
2026-02-04,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,46,434,10.6
2026-02-04,Sigiriya Rock & Museum,Central,Matale,46,2161,2.13
2026-02-04,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,46,192,23.96
2026-02-04,Temple of the Tooth (Kandy),Central,Kandy,45,1398,3.22
2026-02-04,Udawalawe National Park,Uva,Monaragala,45,854,5.27
2026-02-04,Wilpattu National Park,North_Western,Puttalam,45,750,6.0
2026-02-04,Yala National Park,Southern,Hambantota,5126,2133,240.32
2026-02-05,Adam's Peak (Sri Pada),Central,Nuwara Eliya,286,341,83.87
2026-02-05,Dambulla Cave Temple,Central,Matale,49,586,8.36
2026-02-05,Galle Fort,Southern,Galle,226,897,25.2
2026-02-05,Horton Plains (World's End),Central,Nuwara Eliya,49,270,18.15
2026-02-05,Jaffna Fort,Northern,Jaffna,49,867,5.65
2026-02-05,Kaudulla National Park,North_Central,Polonnaruwa,16,622,2.57
2026-02-05,Knuckles Conservation Forest,Central,Matale,48,846,5.67
2026-02-05,Mirissa (Whale Watching),Southern,Matara,223,208,107.21
2026-02-05,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,48,434,11.06
2026-02-05,Sigiriya Rock & Museum,Central,Matale,48,2161,2.22
2026-02-05,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,48,192,25.0
2026-02-05,Temple of the Tooth (Kandy),Central,Kandy,47,1398,3.36
2026-02-05,Udawalawe National Park,Uva,Monaragala,47,854,5.5
2026-02-05,Wilpattu National Park,North_Western,Puttalam,47,750,6.27
2026-02-05,Yala National Park,Southern,Hambantota,5126,2133,240.32
2026-02-06,Adam's Peak (Sri Pada),Central,Nuwara Eliya,316,341,92.67
2026-02-06,Dambulla Cave Temple,Central,Matale,51,586,8.7
2026-02-06,Galle Fort,Southern,Galle,246,897,27.42
2026-02-06,Horton Plains (World's End),Central,Nuwara Eliya,51,270,18.89
2026-02-06,Jaffna Fort,Northern,Jaffna,51,867,5.88
2026-02-06,Kaudulla National Park,North_Central,Polonnaruwa,17,622,2.73
2026-02-06,Knuckles Conservation Forest,Central,Matale,50,846,5.91
2026-02-06,Mirissa (Whale Watching),Southern,Matara,242,208,116.35
2026-02-06,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,50,434,11.52
2026-02-06,Sigiriya Rock & Museum,Central,Matale,50,2161,2.31
2026-02-06,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,50,192,26.04
2026-02-06,Temple of the Tooth (Kandy),Central,Kandy,50,1398,3.58
2026-02-06,Udawalawe National Park,Uva,Monaragala,49,854,5.74
2026-02-06,Wilpattu National Park,North_Western,Puttalam,49,750,6.53
2026-02-06,Yala National Park,Southern,Hambantota,5126,2133,240.32
2026-02-07,Adam's Peak (Sri Pada),Central,Nuwara Eliya,511,341,149.85
2026-02-07,Dambulla Cave Temple,Central,Matale,125,586,21.33
2026-02-07,Galle Fort,Southern,Galle,405,897,45.15
2026-02-07,Horton Plains (World's End),Central,Nuwara Eliya,125,270,46.3
2026-02-07,Jaffna Fort,Northern,Jaffna,125,867,14.42
2026-02-07,Kaudulla National Park,North_Central,Polonnaruwa,59,622,9.49
2026-02-07,Knuckles Conservation Forest,Central,Matale,124,846,14.66
2026-02-07,Mirissa (Whale Watching),Southern,Matara,402,208,193.27
2026-02-07,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,124,434,28.57
2026-02-07,Sigiriya Rock & Museum,Central,Matale,124,2161,5.74
2026-02-07,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,124,192,64.58
2026-02-07,Temple of the Tooth (Kandy),Central,Kandy,123,1398,8.8
2026-02-07,Udawalawe National Park,Uva,Monaragala,123,854,14.4
2026-02-07,Wilpattu National Park,North_Western,Puttalam,123,750,16.4
2026-02-07,Yala National Park,Southern,Hambantota,5127,2133,240.37
2026-02-08,Adam's Peak (Sri Pada),Central,Nuwara Eliya,553,341,162.17
2026-02-08,Dambulla Cave Temple,Central,Matale,128,586,21.84
2026-02-08,Galle Fort,Southern,Galle,428,897,47.71
2026-02-08,Horton Plains (World's End),Central,Nuwara Eliya,127,270,47.04
2026-02-08,Jaffna Fort,Northern,Jaffna,127,867,14.65
2026-02-08,Kaudulla National Park,North_Central,Polonnaruwa,60,622,9.65
2026-02-08,Knuckles Conservation Forest,Central,Matale,127,846,15.01
2026-02-08,Mirissa (Whale Watching),Southern,Matara,424,208,203.85
2026-02-08,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,127,434,29.26
2026-02-08,Sigiriya Rock & Museum,Central,Matale,126,2161,5.83
2026-02-08,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,126,192,65.62
2026-02-08,Temple of the Tooth (Kandy),Central,Kandy,126,1398,9.01
2026-02-08,Udawalawe National Park,Uva,Monaragala,126,854,14.75
2026-02-08,Wilpattu National Park,North_Western,Puttalam,126,750,16.8
2026-02-08,Yala National Park,Southern,Hambantota,5127,2133,240.37
2026-02-09,Adam's Peak (Sri Pada),Central,Nuwara Eliya,440,341,129.03
2026-02-09,Dambulla Cave Temple,Central,Matale,60,586,10.24
2026-02-09,Galle Fort,Southern,Galle,322,897,35.9
2026-02-09,Horton Plains (World's End),Central,Nuwara Eliya,60,270,22.22
2026-02-09,Jaffna Fort,Northern,Jaffna,60,867,6.92
2026-02-09,Kaudulla National Park,North_Central,Polonnaruwa,19,622,3.05
2026-02-09,Knuckles Conservation Forest,Central,Matale,59,846,6.97
2026-02-09,Mirissa (Whale Watching),Southern,Matara,318,208,152.88
2026-02-09,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,59,434,13.59
2026-02-09,Sigiriya Rock & Museum,Central,Matale,59,2161,2.73
2026-02-09,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,59,192,30.73
2026-02-09,Temple of the Tooth (Kandy),Central,Kandy,58,1398,4.15
2026-02-09,Udawalawe National Park,Uva,Monaragala,58,854,6.79
2026-02-09,Wilpattu National Park,North_Western,Puttalam,58,750,7.73
2026-02-09,Yala National Park,Southern,Hambantota,5127,2133,240.37
2026-02-10,Adam's Peak (Sri Pada),Central,Nuwara Eliya,473,341,138.71
2026-02-10,Dambulla Cave Temple,Central,Matale,61,586,10.41
2026-02-10,Galle Fort,Southern,Galle,340,897,37.9
2026-02-10,Horton Plains (World's End),Central,Nuwara Eliya,60,270,22.22
2026-02-10,Jaffna Fort,Northern,Jaffna,60,867,6.92
2026-02-10,Kaudulla National Park,North_Central,Polonnaruwa,18,622,2.89
2026-02-10,Knuckles Conservation Forest,Central,Matale,60,846,7.09
2026-02-10,Mirissa (Whale Watching),Southern,Matara,335,208,161.06
2026-02-10,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,60,434,13.82
2026-02-10,Sigiriya Rock & Museum,Central,Matale,59,2161,2.73
2026-02-10,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,59,192,30.73
2026-02-10,Temple of the Tooth (Kandy),Central,Kandy,59,1398,4.22
2026-02-10,Udawalawe National Park,Uva,Monaragala,59,854,6.91
2026-02-10,Wilpattu National Park,North_Western,Puttalam,59,750,7.87
2026-02-10,Yala National Park,Southern,Hambantota,5127,2133,240.37
2026-02-11,Adam's Peak (Sri Pada),Central,Nuwara Eliya,507,341,148.68
2026-02-11,Dambulla Cave Temple,Central,Matale,61,586,10.41
2026-02-11,Galle Fort,Southern,Galle,357,897,39.8
2026-02-11,Horton Plains (World's End),Central,Nuwara Eliya,61,270,22.59
2026-02-11,Jaffna Fort,Northern,Jaffna,60,867,6.92
2026-02-11,Kaudulla National Park,North_Central,Polonnaruwa,18,622,2.89
2026-02-11,Knuckles Conservation Forest,Central,Matale,60,846,7.09
2026-02-11,Mirissa (Whale Watching),Southern,Matara,352,208,169.23
2026-02-11,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,60,434,13.82
2026-02-11,Sigiriya Rock & Museum,Central,Matale,59,2161,2.73
2026-02-11,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,59,192,30.73
2026-02-11,Temple of the Tooth (Kandy),Central,Kandy,59,1398,4.22
2026-02-11,Udawalawe National Park,Uva,Monaragala,59,854,6.91
2026-02-11,Wilpattu National Park,North_Western,Puttalam,59,750,7.87
2026-02-11,Yala National Park,Southern,Hambantota,5127,2133,240.37
2026-02-12,Adam's Peak (Sri Pada),Central,Nuwara Eliya,550,341,161.29
2026-02-12,Dambulla Cave Temple,Central,Matale,63,586,10.75
2026-02-12,Galle Fort,Southern,Galle,381,897,42.47
2026-02-12,Horton Plains (World's End),Central,Nuwara Eliya,62,270,22.96
2026-02-12,Jaffna Fort,Northern,Jaffna,62,867,7.15
2026-02-12,Kaudulla National Park,North_Central,Polonnaruwa,18,622,2.89
2026-02-12,Knuckles Conservation Forest,Central,Matale,62,846,7.33
2026-02-12,Mirissa (Whale Watching),Southern,Matara,376,208,180.77
2026-02-12,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,61,434,14.06
2026-02-12,Sigiriya Rock & Museum,Central,Matale,61,2161,2.82
2026-02-12,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,61,192,31.77
2026-02-12,Temple of the Tooth (Kandy),Central,Kandy,61,1398,4.36
2026-02-12,Udawalawe National Park,Uva,Monaragala,60,854,7.03
2026-02-12,Wilpattu National Park,North_Western,Puttalam,60,750,8.0
2026-02-12,Yala National Park,Southern,Hambantota,5127,2133,240.37
2026-02-13,Adam's Peak (Sri Pada),Central,Nuwara Eliya,596,341,174.78
2026-02-13,Dambulla Cave Temple,Central,Matale,64,586,10.92
2026-02-13,Galle Fort,Southern,Galle,407,897,45.37
2026-02-13,Horton Plains (World's End),Central,Nuwara Eliya,64,270,23.7
2026-02-13,Jaffna Fort,Northern,Jaffna,64,867,7.38
2026-02-13,Kaudulla National Park,North_Central,Polonnaruwa,19,622,3.05
2026-02-13,Knuckles Conservation Forest,Central,Matale,63,846,7.45
2026-02-13,Mirissa (Whale Watching),Southern,Matara,401,208,192.79
2026-02-13,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,63,434,14.52
2026-02-13,Sigiriya Rock & Museum,Central,Matale,63,2161,2.92
2026-02-13,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,62,192,32.29
2026-02-13,Temple of the Tooth (Kandy),Central,Kandy,62,1398,4.43
2026-02-13,Udawalawe National Park,Uva,Monaragala,62,854,7.26
2026-02-13,Wilpattu National Park,North_Western,Puttalam,62,750,8.27
2026-02-13,Yala National Park,Southern,Hambantota,5127,2133,240.37
2026-02-14,Adam's Peak (Sri Pada),Central,Nuwara Eliya,802,341,235.19
2026-02-14,Dambulla Cave Temple,Central,Matale,137,586,23.38
2026-02-14,Galle Fort,Southern,Galle,566,897,63.1
2026-02-14,Horton Plains (World's End),Central,Nuwara Eliya,136,270,50.37
2026-02-14,Jaffna Fort,Northern,Jaffna,136,867,15.69
2026-02-14,Kaudulla National Park,North_Central,Polonnaruwa,61,622,9.81
2026-02-14,Knuckles Conservation Forest,Central,Matale,136,846,16.08
2026-02-14,Mirissa (Whale Watching),Southern,Matara,503,208,241.83
2026-02-14,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,135,434,31.11
2026-02-14,Sigiriya Rock & Museum,Central,Matale,135,2161,6.25
2026-02-14,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,135,192,70.31
2026-02-14,Temple of the Tooth (Kandy),Central,Kandy,135,1398,9.66
2026-02-14,Udawalawe National Park,Uva,Monaragala,135,854,15.81
2026-02-14,Wilpattu National Park,North_Western,Puttalam,134,750,17.87
2026-02-14,Yala National Park,Southern,Hambantota,5127,2133,240.37
2026-02-15,Adam's Peak (Sri Pada),Central,Nuwara Eliya,825,341,241.94
2026-02-15,Dambulla Cave Temple,Central,Matale,209,586,35.67
2026-02-15,Galle Fort,Southern,Galle,894,897,99.67
2026-02-15,Horton Plains (World's End),Central,Nuwara Eliya,209,270,77.41
2026-02-15,Jaffna Fort,Northern,Jaffna,208,867,23.99
